dataset,filename,NORMA,IFOREST1,IFOREST,MP,HBOS,POLY,OCSVM,AE,PCA,LOF,CNN,LSTM,Avg Ens.
GHL,08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@8.out,3.46995627880096,12.6714203357697,53.4910590648651,65.7128386497498,26.9081974029541,0.528110504150391,36.6092112064362,14.6397693157196,12.3981709480286,7884.02763319016,69.8217875957489,1090.36650323868,9270.64465773106
GHL,09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,5.03285574913025,20.5570290088654,223.753154993057,288.817232608795,111.32736825943,2.77548956871033,149.453971147537,103.237686634064,13.9282650947571,113.493876695633,474.064115524292,2931.47462844849,4437.91567373276
GHL,10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@4.out,7.25568997859955,21.4491925239563,38.5131697654724,46.4067707061768,18.9717645645142,0.307520627975464,30.9512689113617,11.472806930542,14.8151805400848,81.3689846992493,77.5730841159821,997.084179401398,1346.16961276531
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,2.36997079849243,18.409188747406,200.297489643097,277.232460260391,70.1639099121094,1.36201167106628,141.243432760239,111.841742992401,14.9115083217621,2831.60652709007,344.67050409317,3427.86487269402,7441.97361898422
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,2.62342751026154,14.2659242153168,52.3189091682434,82.5869660377503,29.2846872806549,0.591238021850586,43.8507704734802,20.2502510547638,12.8755781650543,8824.55257153511,80.4261722564697,1176.37614130974,10340.0026370287
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,6.79091334342957,21.2299416065216,221.404242277145,280.423252344131,108.57376408577,2.61055588722229,148.760442018509,110.385809659958,14.2731366157532,779.242213010788,419.54757809639,2528.4661026001,4641.70795154572
GHL,12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,5.00616252422333,19.5892863273621,163.045491695404,247.251590013504,102.41911315918,1.89373421669006,108.752650499344,60.4589576721191,16.2829008102417,112.506155490875,469.384821653366,4692.87289953232,5999.46376359463
GHL,13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@8.out,3.16474044322968,9.90574836730957,50.9830303192139,77.9319009780884,28.8745837211609,0.628185033798218,42.5353045463562,33.1528658866882,15.1978302001953,8562.28569340706,71.6759285926819,1035.48075008392,9931.81656157971
GHL,14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@4.out,7.68472337722778,15.2520377635956,191.536863803864,243.20325255394,114.266175508499,1.51074242591858,152.181720495224,71.0105347633362,15.1820223331451,1170.82620120049,463.384484529495,3307.68403887749,5753.72279763222
GHL,15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@10.out,2.80238366127014,16.4426488876343,61.9366300106049,86.8589425086975,29.5656044483185,0.620672702789307,42.9645209312439,26.2024419307709,13.6323373317719,8897.49791812897,75.5237877368927,1013.3379778862,10267.3858661652
GHL,15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,7.62294518947601,28.8793635368347,207.354888677597,253.221263170242,117.530409812927,1.97832202911377,140.984376430511,81.574878692627,17.9371905326843,392.645375013351,427.814045667648,2650.00825405121,4327.55131280422
GHL,16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@2.out,3.14279043674469,24.6037938594818,227.581341981888,270.260157823563,124.978360414505,2.45356154441833,143.015878677368,134.827083110809,18.4046733379364,180.880084037781,441.743310928345,2977.71292209625,4549.60395824909
GHL,20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@2.out,4.43385720252991,21.3487963676453,215.629659175873,236.756634473801,112.358097314835,2.53289413452148,152.420980930328,129.457202672958,15.8913218975067,168.62633895874,360.604615688324,2984.58732295036,4404.64772176743
GHL,22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@10.out,3.30687248706818,14.1821045875549,51.5273635387421,62.0295100212097,26.6562595367432,0.454481363296509,34.9882771968842,13.7635066509247,16.4849426746368,7934.28616666794,86.0437846183777,1102.18125891686,9345.90452826023
GHL,22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@16.out,3.14178848266602,22.7233791351318,237.968196868896,280.592588663101,126.906982183456,2.81890606880188,164.226270914078,130.068311691284,13.6204395294189,601.505691289902,410.363125324249,2742.01128482819,4735.94696497917
GHL,34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,5.79748702049255,22.0221827030182,185.12123632431,251.458771705627,103.116413831711,2.04578280448914,119.794079780579,67.3522319793701,16.6135857105255,113.125066041946,350.921818494797,3419.84906721115,4657.21772360802
GHL,35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@1.out,3.10780251026154,24.0013687610626,205.503095149994,249.385036230087,113.442629814148,3.86176228523254,132.791587352753,109.528080940247,19.660647392273,1719.03620243073,417.316025972366,3600.42130565643,6598.05554449558
GHL,35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,3.18552720546722,18.9679179191589,216.818654537201,231.717990636826,51.0884113311768,2.27452325820923,138.891746044159,70.6209690570831,14.677619934082,1390.53456044197,214.963995695114,5426.06982731819,7779.81174337864
GHL,37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@7.out,2.31981086730957,18.7537956237793,191.850453138351,240.187819480896,117.93282532692,1.8046863079071,112.246127843857,66.4405374526978,20.3277597427368,1728.11636686325,346.384287834167,1732.68253183365,4579.04700231552
GHL,38_Lev_corr_Temp_fault_seed_166_vars_23.test.csv@13.out,5.22046172618866,24.3791201114654,53.6816096305847,53.5426599979401,23.3781952857971,0.410727977752685,34.4956448078155,11.632378578186,15.4054036140442,24.666267156601,71.2067441940308,1015.31327271461,1333.33248579502
GHL,40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,4.75621426105499,25.9746723175049,180.960065603256,257.822874546051,111.875478029251,2.10928821563721,143.184209823608,92.7280626296997,17.0656723976135,118.827425718307,415.422387599945,3187.78996801376,4558.51631915569
GHL,48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,5.44749927520752,22.3692634105682,53.9202082157135,52.9654788970947,23.9941346645355,0.432347059249878,34.6135170459747,12.0685813426971,12.5031816959381,25.3681561946869,96.2311165332794,961.367777109146,1301.28126144409
Genesis,genesis-anomalies.test.csv@1.out,0.371122241020203,1.52463507652283,16.1548926830292,1.65882158279419,8.84776830673218,0.219009399414062,1.11992478370667,28.0449435710907,2.12712574005127,386.575472831726,27.6987473964691,372.137111902237,846.479575514793
IOPS,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.train.out,458.437902569771,20.9666156768799,6.92533254623413,33.2287669181824,0.896242380142212,4.2282280921936,2.38512659072876,46.8394939899445,0.46349024772644,11.5553653240204,122.220071792603,151.314518451691,859.461154580116
IOPS,KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea.train.out,0.165442824363709,1.49088406562805,19.2849535942078,0.363792419433594,12.8888926506042,0.0448839664459228,1.21059370040894,28.5083119869232,5.35696077346802,20.6206030845642,26.9077956676483,491.561918497086,608.405033230782
IOPS,KPI-42d6616d-c9c5-370a-a8ba-17ead74f3114.test.out,484.48835849762,15.8443920612335,6.30295062065125,27.5495021343231,0.73064136505127,3.61235070228577,1.79369068145752,30.5088567733765,0.313619136810303,10.8112120628357,79.5417988300324,55.9212076663971,717.418580532074
IOPS,KPI-43115f2a-baeb-3b01-96f7-4ea14188343c.test.out,9.61546838283539,11.4287054538727,59.2322661876679,82.1349198818207,23.5377883911133,2.51662993431091,21.881185054779,128.412484645844,2.01836538314819,9613.43919253349,225.569408655167,1091.76674032211,11271.5531548262
IOPS,KPI-4d2af31a-9916-3d9f-8a8e-8a268a48c095.test.out,382.800350308418,12.48197722435,5.48648953437805,19.812525510788,0.975229501724243,2.1131546497345,1.77633690834045,29.1812393665314,0.354453086853027,31.3912844657898,57.0727837085724,65.5865616798401,609.03238594532
IOPS,KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd.test.out,0.146526217460632,1.99390459060669,4.32578229904175,0.295104622840881,3.53110313415527,0.0689170360565185,0.241462111473083,8.53208613395691,1.04919719696045,44.0787683725357,10.3552838563919,95.1612541675568,169.779389739037
IOPS,KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd.train.out,0.482725739479065,1.83403706550598,2.05010032653809,0.579319357872009,0.651075005531311,0.315100312232971,0.0980117321014404,21.3161115646362,0.185748338699341,9.20149230957031,16.6420474052429,53.7744599580765,107.130229115486
IOPS,KPI-57051487-3a40-3828-9084-a12f7f23ee38.test.out,11.7813878059387,7.6771125793457,7.22269463539124,21.3202331066132,2.8942608833313,1.03556609153748,2.83837819099426,15.4195749759674,0.870800733566284,513.523047685623,32.5509674549103,101.559110879898,718.693135023117
IOPS,KPI-57051487-3a40-3828-9084-a12f7f23ee38.train.out,16.4977202415466,7.2688512802124,25.8688325881958,109.489929199219,8.92590427398682,9.90740275382996,9.38710856437683,56.2164590358734,0.529109477996826,2402.56245923042,198.95778131485,255.777951955795,3101.3895099163
IOPS,KPI-6d1114ae-be04-3c46-b5aa-be1a003a57cd.test.out,4.65606677532196,19.8562107086182,143.529216051102,123.024518251419,23.3858273029327,1.27448534965515,75.3995323181152,74.2712616920471,7.82908892631531,10110.4864351749,85.693629026413,1306.84018754959,11976.2464591265
IOPS,KPI-6efa3a07-4544-34a0-b921-a155bd1a05e8.train.out,3.34199059009552,14.4843323230743,40.1578085422516,29.5488448143005,17.8846077919006,0.320298910140991,18.4566841125488,21.5849893093109,10.5910089015961,3247.63778996468,56.6013784408569,997.198955059052,4457.8086887598
IOPS,KPI-7103fa0f-cac4-314f-addc-866190247439.train.out,3.43033802509308,7.36420440673828,79.7084832191467,97.0693628787994,26.6363291740417,1.01741909980774,51.8947088718414,190.421579599381,11.5342726707458,8765.15910887718,55.3028769493103,725.868372678757,10015.4070564508
IOPS,KPI-847e8ecc-f8d2-3a93-9107-f367a0aab37d.test.out,4.10957169532776,17.9932281970978,73.6791305541992,72.6077897548676,40.6996710300446,0.691181063652039,38.0285559892654,35.650422334671,11.9433257579803,9188.90593445301,130.532497763634,914.379125356674,10529.2204339504
IOPS,KPI-8723f0fb-eaef-32e6-b372-6034c9c04b80.test.out,4.13882231712341,21.7057595252991,41.1801240444183,31.6578316688538,17.6985967159271,0.328614711761475,18.4458620548248,12.3419632911682,12.9036521911621,2541.26089596748,59.1854887008667,663.870810747147,3424.71842193604
IOPS,KPI-a8c06b47-cc41-3738-9110-12df0ee4c721.test.out,2.22826933860779,1.83253860473633,2.72582483291626,0.340583324432373,0.555995464324951,0.572315216064453,0.0438885688781738,39.0307960510254,0.112599849700928,3.18032264709473,33.8340094089508,51.8169338703156,136.274077177048
IOPS,KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.train.out,0.089637279510498,1.13511848449707,4.40525722503662,0.190852165222168,3.15689539909363,0.0220608711242675,0.332936763763428,2.86923336982727,7.85223960876465,7.50764846801758,4.39862656593323,215.085985898972,247.046492099762
IOPS,KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.train.out,0.115964531898499,1.9177393913269,17.265647649765,1.03002262115479,12.0202116966248,0.0965621471405029,1.16297078132629,16.3740499019623,4.48680400848389,29.8706772327423,36.9273488521576,370.530783414841,491.798782229424
KDD21,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.101096034049988,2.03042364120483,3.05338859558105,0.240173816680908,0.927217960357666,0.324231863021851,0.0684607028961181,27.4204709529877,0.209984064102173,1.76932311058044,30.337215423584,101.439596414566,167.921582579613
KDD21,012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.out,0.955750346183777,5.68394637107849,19.601526260376,4.97459220886231,14.9580206871033,0.344004869461059,3.4445903301239,95.7284870147705,1.78172421455383,165.53197312355,85.4071085453034,442.248276472092,840.660000443459
KDD21,013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.out,0.590636968612671,4.16174507141113,11.813007235527,1.8961386680603,8.56429851055145,0.0934271812438964,1.69489419460297,20.0303676128387,8.01127314567566,47.4747471809387,31.8301392793655,474.211762309074,610.372437357903
KDD21,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out,0.0781753063201904,2.7452335357666,7.52509844303131,0.567377924919128,9.18217253684998,0.0560451745986938,0.479122877120972,8.48325967788696,4.69886064529419,11.4179277420044,19.6980149745941,340.907647848129,405.838936686516
KDD21,024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.out,0.124009132385254,1.47738289833069,4.68163347244263,0.308868646621704,4.57539236545563,0.0495133399963378,0.271845579147339,12.7256162166595,1.86422061920166,4.46758413314819,14.8364030122757,197.215190887451,242.597660303116
KDD21,028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.out,0.126996874809265,1.25611162185669,3.39947581291199,0.164925336837768,3.46606945991516,0.0278141498565673,0.162606835365295,6.92719209194183,3.48871684074402,3.22714138031006,9.40489459037781,167.779468417168,199.431413412094
KDD21,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.40614664554596,2.03776478767395,3.12335968017578,0.156256079673767,2.70458483695984,0.0318382978439331,0.129087567329407,6.51208138465881,3.63614225387573,2.76696813106537,7.07908070087433,129.010528922081,157.593839287758
KDD21,038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.out,4.171799659729,4.76484084129334,6.23832976818085,3.57717847824097,2.62810611724854,0.481385827064514,0.754154682159424,30.0235923528671,0.467878818511963,54.643890619278,32.7826317548752,131.758680462837,272.292469382286
KDD21,039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,4.06289947032928,5.33551287651062,3.81470322608948,1.67403626441956,1.74941182136536,0.308166265487671,0.481622695922852,20.041167974472,0.457797527313232,22.9240647554398,17.5842940807343,125.844601392746,204.27827835083
KDD21,040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.out,3.63243317604065,8.65608787536621,6.60508394241333,4.87920439243317,3.97881746292114,0.582634568214417,0.911858201026916,44.9599845409393,0.694854974746704,63.6074221134186,38.7168914079666,170.071906208992,347.297178864479
KDD21,042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out,4.66224789619446,4.32873892784119,11.9748241901398,5.1286940574646,4.8096604347229,0.859613180160522,1.18829798698425,96.4855170249939,0.360586881637573,86.8730416297913,80.4000148773193,270.120471477509,567.191708564758
KDD21,049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.out,0.144514441490173,2.03462386131287,3.08236789703369,0.289556860923767,2.08442580699921,0.0582976341247558,0.185673832893372,12.249440908432,1.38359260559082,3.61423850059509,13.4086850881577,114.9174939394,153.452911376953
KDD21,057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.out,0.43359100818634,6.63309335708618,12.9889931678772,7.91691040992737,4.38864541053772,0.872446537017822,2.32185935974121,61.9051985740662,0.933639526367188,95.2549903392792,113.466695785522,342.804436922073,649.920500397682
KDD21,060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.out,0.775738954544067,9.18227529525757,33.0310970544815,14.3507927656174,23.9521499872208,0.397115588188171,8.05104684829712,16.5249110460281,7.83973741531372,134.083594679832,93.5813977718353,940.077405571938,1281.84726297855
KDD21,068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.335487127304077,2.22846508026123,3.04307389259338,0.999594688415527,1.10161995887756,0.239681720733642,0.241282701492309,31.0029771327972,0.246892213821411,2.0623254776001,34.5051784515381,84.5437669754028,160.550345420837
KDD21,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.out,1.34028291702271,8.24190974235535,39.4918830394745,5.08660912513733,17.9761872291565,0.145572066307068,6.46137547492981,25.9162479639053,18.3052494525909,218.795221686363,38.3291022777557,429.829474925995,809.919115900993
KDD21,072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.out,1.3895515203476,6.82266688346863,46.815859913826,7.34116458892822,22.7320140600204,0.200848698616028,7.59362637996674,15.2587516307831,22.6788325309753,245.528197407722,48.9302475452423,1095.81529164314,1521.10705280304
KDD21,077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,4.30902314186096,27.5456206798553,245.746602773666,256.917391777039,106.762795209885,2.1476149559021,155.164535045624,71.6882884502411,16.8813092708588,2209.74232363701,406.09771156311,3007.60337853432,6510.60659503937
KDD21,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,2.06826877593994,9.38308954238892,113.993046998978,23.2029464244843,56.5591117143631,0.298630952835083,20.3693962097168,42.6577295064926,40.3629775047302,564.516216278076,93.0813015699387,2052.65699207783,3019.14970755577
KDD21,087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.out,3.13360798358917,7.00688886642456,59.3448357582092,19.6243262290955,44.7602715492249,0.258419990539551,13.8663868904114,43.628420829773,12.5268497467041,942.046613931656,162.113490343094,2201.62023425102,3509.93034636974
KDD21,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.out,2.11080765724182,12.6763641834259,57.0856976509094,19.3567297458649,39.429570555687,0.308638215065002,16.0224726200104,28.352814912796,20.3322906494141,451.51260972023,103.448010206223,1455.03896474838,2205.67497086525
KDD21,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.133806943893433,1.27102708816528,3.26211535930634,0.347616791725159,2.12174928188324,0.0677312612533569,0.166785478591919,14.1014279127121,0.902776002883911,4.22407174110413,11.1571643352509,145.528029918671,183.28430211544
KDD21,095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,0.0914106369018554,1.60820055007935,2.8353179693222,0.479382991790772,1.03150224685669,0.192083358764648,0.0957159996032714,30.2054581642151,0.181537389755249,2.61611378192902,16.0503900051117,63.4842261075974,118.871339201927
KDD21,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.out,0.156277894973755,1.87819361686707,5.11511611938477,0.316540479660034,4.00399374961853,0.0430482625961303,0.371421098709106,6.08858287334442,5.89168953895569,7.1059273481369,10.398640036583,170.195333600044,211.564764618874
